KEGG_Primary_class	KEGG_secondary_class	KEGG_pathway_ID	pathway_name	# genes in pathway	genes in chosen	# genes in chosen	genes in HSA_background	#genes in HSA_background	%(chosen/HSA_background)
Metabolism	Metabolism of cofactors and vitamins	hsa00130	  "Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)"	11	['hsa:51805', 'hsa:3242']	2	['hsa:27235', 'hsa:1728', 'hsa:51805', 'hsa:3242', 'hsa:84274']	5	40.0
Metabolism	Carbohydrate metabolism	hsa00040	  "Pentose and glucuronate interconversions - Homo sapiens (human)"	36	['hsa:9942', 'hsa:27294', 'hsa:7358']	3	['hsa:51084', 'hsa:51181', 'hsa:2990', 'hsa:6120', 'hsa:729020', 'hsa:219', 'hsa:231', 'hsa:9942', 'hsa:27294', 'hsa:7358', 'hsa:10327']	11	27.27272727272727
Organismal Systems	Immune system	hsa04666	  "Fc gamma R-mediated phagocytosis - Homo sapiens (human)"	92	['hsa:7454', 'hsa:5788', 'hsa:5594', 'hsa:5595', 'hsa:10094', 'hsa:8936', 'hsa:5894', 'hsa:207', 'hsa:5580', 'hsa:27040']	10	['hsa:5580', 'hsa:1073', 'hsa:3636', 'hsa:5604', 'hsa:65108', 'hsa:6199', 'hsa:8877', 'hsa:8398', 'hsa:23396', 'hsa:5336', 'hsa:27040', 'hsa:10552', 'hsa:5290', 'hsa:5335', 'hsa:7408', 'hsa:5338', 'hsa:10095', 'hsa:5894', 'hsa:1794', 'hsa:5879', 'hsa:274', 'hsa:8612', 'hsa:7409', 'hsa:207', 'hsa:8394', 'hsa:4651', 'hsa:5295', 'hsa:2934', 'hsa:5058', 'hsa:8853', 'hsa:50807', 'hsa:5578', 'hsa:10163', 'hsa:10109', 'hsa:85477', 'hsa:7454', 'hsa:998', 'hsa:5337', 'hsa:273', 'hsa:1785', 'hsa:5788', 'hsa:1399', 'hsa:5594', 'hsa:5595', 'hsa:8976', 'hsa:3984', 'hsa:6198', 'hsa:10094', 'hsa:8936', 'hsa:5321', 'hsa:10000', 'hsa:8503']	52	19.230769230769234
Metabolism	Metabolism of other amino acids	hsa00410	  "beta-Alanine metabolism - Homo sapiens (human)"	31	['hsa:221', 'hsa:26275']	2	['hsa:501', 'hsa:220', 'hsa:26275', 'hsa:1892', 'hsa:2571', 'hsa:219', 'hsa:223', 'hsa:339896', 'hsa:221', 'hsa:3030', 'hsa:54498', 'hsa:6611', 'hsa:218', 'hsa:6723', 'hsa:34', 'hsa:4329']	16	12.5
Environmental Information Processing	Signal transduction	hsa04024	  "cAMP signaling pathway - Homo sapiens (human)"	200	['hsa:1387', 'hsa:2778', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:2737', 'hsa:1385', 'hsa:6662', 'hsa:5894', 'hsa:109', 'hsa:207', 'hsa:148327', 'hsa:9586', 'hsa:814', 'hsa:51', 'hsa:134', 'hsa:64399', 'hsa:2353', 'hsa:3725', 'hsa:5613', 'hsa:5350']	21	['hsa:64399', 'hsa:1128', 'hsa:5604', 'hsa:4881', 'hsa:2353', 'hsa:5499', 'hsa:5139', 'hsa:5970', 'hsa:112', 'hsa:3725', 'hsa:51806', 'hsa:5613', 'hsa:5350', 'hsa:6262', 'hsa:801', 'hsa:5500', 'hsa:5290', 'hsa:4852', 'hsa:10257', 'hsa:6662', 'hsa:5605', 'hsa:5338', 'hsa:4301', 'hsa:5894', 'hsa:22800', 'hsa:9475', 'hsa:5879', 'hsa:109', 'hsa:51196', 'hsa:7409', 'hsa:207', 'hsa:55811', 'hsa:148327', 'hsa:5295', 'hsa:9586', 'hsa:5058', 'hsa:1909', 'hsa:814', 'hsa:90993', 'hsa:51', 'hsa:115', 'hsa:134', 'hsa:572', 'hsa:1387', 'hsa:5601', 'hsa:4659', 'hsa:493', 'hsa:387', 'hsa:492', 'hsa:490', 'hsa:5337', 'hsa:10411', 'hsa:8310', 'hsa:2778', 'hsa:6548', 'hsa:5594', 'hsa:2033', 'hsa:4792', 'hsa:5595', 'hsa:2737', 'hsa:10488', 'hsa:4790', 'hsa:2735', 'hsa:5144', 'hsa:2771', 'hsa:10000', 'hsa:8503', 'hsa:1385']	68	30.88235294117647
Human Diseases	Infectious diseases	hsa05120	  "Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)"	68	['hsa:51382', 'hsa:1432', 'hsa:529', 'hsa:9550', 'hsa:836', 'hsa:3725']	6	['hsa:836', 'hsa:83700', 'hsa:5970', 'hsa:3725', 'hsa:5781', 'hsa:23545', 'hsa:5600', 'hsa:6300', 'hsa:6714', 'hsa:5336', 'hsa:1147', 'hsa:5335', 'hsa:9296', 'hsa:529', 'hsa:5879', 'hsa:9550', 'hsa:102', 'hsa:1956', 'hsa:526', 'hsa:5058', 'hsa:6868', 'hsa:528', 'hsa:50848', 'hsa:535', 'hsa:51606', 'hsa:5601', 'hsa:6416', 'hsa:998', 'hsa:537', 'hsa:51382', 'hsa:4792', 'hsa:1445', 'hsa:7082', 'hsa:3551', 'hsa:50617', 'hsa:4233', 'hsa:5803', 'hsa:28964', 'hsa:4790', 'hsa:10312', 'hsa:1432', 'hsa:523', 'hsa:533']	43	13.953488372093023
Human Diseases	Infectious diseases	hsa05160	  "Hepatitis C - Homo sapiens (human)"	133	['hsa:2932', 'hsa:27102', 'hsa:5594', 'hsa:6655', 'hsa:5595', 'hsa:1432', 'hsa:148022', 'hsa:7187', 'hsa:10197', 'hsa:5894', 'hsa:7157', 'hsa:207', 'hsa:9075', 'hsa:2885', 'hsa:6256']	15	['hsa:9075', 'hsa:6774', 'hsa:6773', 'hsa:5970', 'hsa:7189', 'hsa:2885', 'hsa:5600', 'hsa:3434', 'hsa:6256', 'hsa:6300', 'hsa:1364', 'hsa:100506658', 'hsa:1147', 'hsa:10379', 'hsa:5290', 'hsa:1026', 'hsa:3659', 'hsa:3661', 'hsa:7186', 'hsa:148022', 'hsa:440275', 'hsa:3949', 'hsa:7187', 'hsa:10197', 'hsa:5894', 'hsa:1965', 'hsa:6041', 'hsa:8737', 'hsa:5519', 'hsa:5170', 'hsa:7157', 'hsa:3454', 'hsa:207', 'hsa:5295', 'hsa:1956', 'hsa:3455', 'hsa:572', 'hsa:10062', 'hsa:8554', 'hsa:5601', 'hsa:5610', 'hsa:7132', 'hsa:2932', 'hsa:27102', 'hsa:57506', 'hsa:4938', 'hsa:5594', 'hsa:6655', 'hsa:4792', 'hsa:8717', 'hsa:5595', 'hsa:3551', 'hsa:3646', 'hsa:7297', 'hsa:5518', 'hsa:23586', 'hsa:4790', 'hsa:975', 'hsa:4940', 'hsa:4939', 'hsa:1432', 'hsa:6772', 'hsa:6654', 'hsa:10000', 'hsa:8503']	65	23.076923076923077
Metabolism	Glycan biosynthesis and metabolism	hsa00510	  "N-Glycan biosynthesis - Homo sapiens (human)"	49	['hsa:57134', 'hsa:85365', 'hsa:79053', 'hsa:6184']	4	['hsa:6184', 'hsa:57171', 'hsa:4247', 'hsa:199857', 'hsa:22845', 'hsa:11253', 'hsa:10905', 'hsa:1650', 'hsa:8703', 'hsa:79053', 'hsa:201595', 'hsa:2530', 'hsa:2683', 'hsa:23193', 'hsa:4121', 'hsa:4124', 'hsa:57134', 'hsa:6185', 'hsa:85365', 'hsa:29880']	20	20.0
Organismal Systems	Nervous system	hsa04727	  "GABAergic synapse - Homo sapiens (human)"	90	['hsa:10681', 'hsa:109', 'hsa:5613']	3	['hsa:9001', 'hsa:112', 'hsa:5613', 'hsa:54331', 'hsa:6714', 'hsa:2571', 'hsa:54407', 'hsa:2752', 'hsa:109', 'hsa:5578', 'hsa:6529', 'hsa:115', 'hsa:92745', 'hsa:10681', 'hsa:4905', 'hsa:2771']	16	18.75
Environmental Information Processing	Signal transduction	hsa04020	  "Calcium signaling pathway - Homo sapiens (human)"	180	['hsa:5256', 'hsa:2778', 'hsa:4923', 'hsa:7134', 'hsa:109', 'hsa:5331', 'hsa:814', 'hsa:5137', 'hsa:80228', 'hsa:5613', 'hsa:5350']	11	['hsa:7417', 'hsa:6786', 'hsa:1128', 'hsa:5724', 'hsa:93129', 'hsa:8877', 'hsa:51806', 'hsa:23236', 'hsa:5613', 'hsa:5333', 'hsa:487', 'hsa:3269', 'hsa:5336', 'hsa:5350', 'hsa:6262', 'hsa:801', 'hsa:7416', 'hsa:5335', 'hsa:5025', 'hsa:1910', 'hsa:3706', 'hsa:5330', 'hsa:109', 'hsa:51196', 'hsa:5530', 'hsa:2774', 'hsa:2064', 'hsa:1956', 'hsa:5331', 'hsa:3708', 'hsa:83447', 'hsa:1909', 'hsa:814', 'hsa:2911', 'hsa:5578', 'hsa:5137', 'hsa:5261', 'hsa:80228', 'hsa:113026', 'hsa:115', 'hsa:952', 'hsa:8913', 'hsa:5256', 'hsa:493', 'hsa:2065', 'hsa:4638', 'hsa:5255', 'hsa:492', 'hsa:490', 'hsa:7419', 'hsa:2778', 'hsa:9127', 'hsa:4923', 'hsa:57620', 'hsa:5159', 'hsa:7134', 'hsa:84812', 'hsa:2185', 'hsa:5533']	59	18.64406779661017
Human Diseases	Infectious diseases	hsa05161	  "Hepatitis B - Homo sapiens (human)"	146	['hsa:1387', 'hsa:7042', 'hsa:5594', 'hsa:2033', 'hsa:4773', 'hsa:1869', 'hsa:5595', 'hsa:898', 'hsa:595', 'hsa:1386', 'hsa:1385', 'hsa:7043', 'hsa:2002', 'hsa:148022', 'hsa:468', 'hsa:5894', 'hsa:5111', 'hsa:1643', 'hsa:7099', 'hsa:6775', 'hsa:5925', 'hsa:7157', 'hsa:207', 'hsa:148327', 'hsa:9586', 'hsa:836', 'hsa:1642', 'hsa:2353', 'hsa:3725', 'hsa:2885', 'hsa:1388']	31	['hsa:836', 'hsa:6778', 'hsa:7529', 'hsa:4088', 'hsa:1642', 'hsa:8772', 'hsa:6774', 'hsa:5604', 'hsa:2353', 'hsa:6773', 'hsa:5728', 'hsa:54205', 'hsa:4615', 'hsa:5970', 'hsa:3725', 'hsa:2885', 'hsa:6714', 'hsa:1147', 'hsa:1388', 'hsa:5290', 'hsa:1026', 'hsa:3661', 'hsa:2002', 'hsa:5605', 'hsa:148022', 'hsa:468', 'hsa:5894', 'hsa:5111', 'hsa:842', 'hsa:1643', 'hsa:7099', 'hsa:4609', 'hsa:6775', 'hsa:5925', 'hsa:7157', 'hsa:4089', 'hsa:3454', 'hsa:207', 'hsa:3339', 'hsa:148327', 'hsa:5295', 'hsa:9586', 'hsa:114609', 'hsa:5578', 'hsa:90993', 'hsa:572', 'hsa:1387', 'hsa:355', 'hsa:5601', 'hsa:841', 'hsa:6416', 'hsa:537', 'hsa:4775', 'hsa:7419', 'hsa:57506', 'hsa:332', 'hsa:7042', 'hsa:4214', 'hsa:5594', 'hsa:2033', 'hsa:4792', 'hsa:4776', 'hsa:4318', 'hsa:4773', 'hsa:1869', 'hsa:5595', 'hsa:3551', 'hsa:898', 'hsa:7040', 'hsa:1021', 'hsa:7046', 'hsa:10488', 'hsa:23586', 'hsa:4790', 'hsa:595', 'hsa:1027', 'hsa:1871', 'hsa:6772', 'hsa:1386', 'hsa:10000', 'hsa:8503', 'hsa:1385', 'hsa:7043', 'hsa:317', 'hsa:2185']	85	36.470588235294116
Organismal Systems	Digestive system	hsa04972	  "Pancreatic secretion - Homo sapiens (human)"	96	['hsa:2778', 'hsa:109', 'hsa:1506', 'hsa:5331', 'hsa:4218']	5	['hsa:6522', 'hsa:4218', 'hsa:112', 'hsa:23236', 'hsa:487', 'hsa:6262', 'hsa:5644', 'hsa:5879', 'hsa:5330', 'hsa:109', 'hsa:1506', 'hsa:7220', 'hsa:5331', 'hsa:3708', 'hsa:5578', 'hsa:1358', 'hsa:115', 'hsa:219931', 'hsa:952', 'hsa:5874', 'hsa:493', 'hsa:387', 'hsa:492', 'hsa:490', 'hsa:2778', 'hsa:6548', 'hsa:8766', 'hsa:9545']	28	17.857142857142858
Human Diseases	Neurodegenerative diseases	hsa05020	  "Prion diseases - Homo sapiens (human)"	36	['hsa:2534', 'hsa:5594', 'hsa:5595', 'hsa:1958', 'hsa:2002', 'hsa:5613']	6	['hsa:10963', 'hsa:5604', 'hsa:5621', 'hsa:712', 'hsa:5613', 'hsa:3303', 'hsa:2002', 'hsa:5605', 'hsa:3915', 'hsa:6647', 'hsa:4684', 'hsa:714', 'hsa:2534', 'hsa:3309', 'hsa:5594', 'hsa:5595', 'hsa:735', 'hsa:1958']	18	33.33333333333333
Organismal Systems	Excretory system	hsa04960	  "Aldosterone-regulated sodium reabsorption - Homo sapiens (human)"	39	['hsa:5594', 'hsa:5595', 'hsa:6446']	3	['hsa:3667', 'hsa:3643', 'hsa:2810', 'hsa:5290', 'hsa:5170', 'hsa:5295', 'hsa:5578', 'hsa:9351', 'hsa:5594', 'hsa:5595', 'hsa:8503', 'hsa:6446']	12	25.0
Environmental Information Processing	Signal transduction	hsa04350	  "TGF-beta signaling pathway - Homo sapiens (human)"	84	['hsa:1387', 'hsa:8454', 'hsa:5933', 'hsa:7042', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:3399', 'hsa:60436', 'hsa:7043', 'hsa:3397', 'hsa:1875', 'hsa:658', 'hsa:3625', 'hsa:5308', 'hsa:7050', 'hsa:6667', 'hsa:7027', 'hsa:659', 'hsa:1874']	20	['hsa:5308', 'hsa:4088', 'hsa:4086', 'hsa:6199', 'hsa:7050', 'hsa:6667', 'hsa:7027', 'hsa:659', 'hsa:1874', 'hsa:100532736', 'hsa:130399', 'hsa:3397', 'hsa:1875', 'hsa:10468', 'hsa:91', 'hsa:4609', 'hsa:5519', 'hsa:658', 'hsa:83729', 'hsa:4089', 'hsa:1030', 'hsa:654', 'hsa:3625', 'hsa:1387', 'hsa:9765', 'hsa:4052', 'hsa:8454', 'hsa:387', 'hsa:5933', 'hsa:8646', 'hsa:7042', 'hsa:5594', 'hsa:2033', 'hsa:4092', 'hsa:5595', 'hsa:7040', 'hsa:5518', 'hsa:7046', 'hsa:657', 'hsa:6198', 'hsa:6500', 'hsa:4090', 'hsa:93', 'hsa:90', 'hsa:3398', 'hsa:3399', 'hsa:60436', 'hsa:7043', 'hsa:4093']	49	40.816326530612244
Organismal Systems	Nervous system	hsa04722	  "Neurotrophin signaling pathway - Homo sapiens (human)"	120	['hsa:4804', 'hsa:6196', 'hsa:27330', 'hsa:7161', 'hsa:2932', 'hsa:25', 'hsa:5594', 'hsa:6655', 'hsa:9252', 'hsa:5595', 'hsa:11108', 'hsa:10019', 'hsa:1432', 'hsa:2309', 'hsa:468', 'hsa:5894', 'hsa:57498', 'hsa:7157', 'hsa:207', 'hsa:5664', 'hsa:814', 'hsa:9261', 'hsa:5580', 'hsa:10782', 'hsa:3725', 'hsa:2885', 'hsa:4908', 'hsa:4215']	28	['hsa:5580', 'hsa:10818', 'hsa:5598', 'hsa:27018', 'hsa:5604', 'hsa:3667', 'hsa:10782', 'hsa:5970', 'hsa:7189', 'hsa:6197', 'hsa:3725', 'hsa:2885', 'hsa:51806', 'hsa:9500', 'hsa:5781', 'hsa:3654', 'hsa:5600', 'hsa:4908', 'hsa:6300', 'hsa:5336', 'hsa:51135', 'hsa:801', 'hsa:4215', 'hsa:5290', 'hsa:5335', 'hsa:5605', 'hsa:468', 'hsa:25759', 'hsa:5894', 'hsa:6272', 'hsa:57498', 'hsa:5879', 'hsa:5607', 'hsa:4916', 'hsa:5170', 'hsa:7157', 'hsa:396', 'hsa:207', 'hsa:5664', 'hsa:5295', 'hsa:4794', 'hsa:4915', 'hsa:814', 'hsa:6464', 'hsa:10603', 'hsa:9261', 'hsa:572', 'hsa:5601', 'hsa:4804', 'hsa:387', 'hsa:998', 'hsa:6196', 'hsa:27330', 'hsa:7161', 'hsa:2932', 'hsa:11213', 'hsa:4214', 'hsa:25', 'hsa:1399', 'hsa:5594', 'hsa:6655', 'hsa:9252', 'hsa:4792', 'hsa:5595', 'hsa:8767', 'hsa:3551', 'hsa:2889', 'hsa:7531', 'hsa:4790', 'hsa:2549', 'hsa:11108', 'hsa:10019', 'hsa:397', 'hsa:1432', 'hsa:6654', 'hsa:10000', 'hsa:8503', 'hsa:6195', 'hsa:2309']	79	35.44303797468354
Organismal Systems	Endocrine system	hsa04920	  "Adipocytokine signaling pathway - Homo sapiens (human)"	70	['hsa:6794', 'hsa:5565', 'hsa:5562', 'hsa:207', 'hsa:2180', 'hsa:6256']	6	['hsa:6774', 'hsa:3667', 'hsa:5970', 'hsa:5781', 'hsa:8660', 'hsa:6256', 'hsa:51703', 'hsa:1147', 'hsa:4852', 'hsa:7186', 'hsa:81616', 'hsa:5565', 'hsa:5562', 'hsa:207', 'hsa:4794', 'hsa:2180', 'hsa:51094', 'hsa:84254', 'hsa:79602', 'hsa:5601', 'hsa:7132', 'hsa:2182', 'hsa:32', 'hsa:5106', 'hsa:4792', 'hsa:8717', 'hsa:3551', 'hsa:51422', 'hsa:4790', 'hsa:1374', 'hsa:10645', 'hsa:5564', 'hsa:10000', 'hsa:6513', 'hsa:6794']	35	17.142857142857142
Organismal Systems	Endocrine system	hsa04916	  "Melanogenesis - Homo sapiens (human)"	101	['hsa:1387', 'hsa:1638', 'hsa:2932', 'hsa:2778', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:11211', 'hsa:1385', 'hsa:5894', 'hsa:109', 'hsa:51176', 'hsa:148327', 'hsa:6934', 'hsa:5331', 'hsa:2535', 'hsa:5613']	17	['hsa:8323', 'hsa:1499', 'hsa:5604', 'hsa:112', 'hsa:51806', 'hsa:2535', 'hsa:23236', 'hsa:5613', 'hsa:801', 'hsa:5605', 'hsa:5894', 'hsa:1910', 'hsa:5330', 'hsa:109', 'hsa:51176', 'hsa:148327', 'hsa:6934', 'hsa:5331', 'hsa:5578', 'hsa:7476', 'hsa:8321', 'hsa:90993', 'hsa:1857', 'hsa:115', 'hsa:1856', 'hsa:1387', 'hsa:7478', 'hsa:1906', 'hsa:1638', 'hsa:2932', 'hsa:2778', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:7976', 'hsa:7472', 'hsa:7306', 'hsa:10488', 'hsa:11211', 'hsa:2771', 'hsa:1385']	41	41.46341463414634
Cellular Processes	Transport and catabolism	hsa04146	  "Peroxisome - Homo sapiens (human)"	83	['hsa:8504', 'hsa:1384', 'hsa:8443', 'hsa:2180', 'hsa:5192', 'hsa:51', 'hsa:390916']	7	['hsa:225', 'hsa:3418', 'hsa:51703', 'hsa:373156', 'hsa:10455', 'hsa:8528', 'hsa:390916', 'hsa:23600', 'hsa:26063', 'hsa:84769', 'hsa:5190', 'hsa:25824', 'hsa:5189', 'hsa:3295', 'hsa:570', 'hsa:5830', 'hsa:6647', 'hsa:5195', 'hsa:2180', 'hsa:10901', 'hsa:5192', 'hsa:51', 'hsa:5824', 'hsa:5194', 'hsa:54677', 'hsa:8540', 'hsa:8504', 'hsa:30', 'hsa:55711', 'hsa:2182', 'hsa:8310', 'hsa:1384', 'hsa:10478', 'hsa:11264', 'hsa:10005', 'hsa:215', 'hsa:1610', 'hsa:55825', 'hsa:6342', 'hsa:8443', 'hsa:5052', 'hsa:5825', 'hsa:2053', 'hsa:847']	44	15.909090909090908
Cellular Processes	Cellular commiunity	hsa04510	  "Focal adhesion - Homo sapiens (human)"	207	['hsa:2534', 'hsa:2324', 'hsa:2932', 'hsa:5594', 'hsa:6655', 'hsa:57144', 'hsa:5595', 'hsa:595', 'hsa:7143', 'hsa:894', 'hsa:2002', 'hsa:3791', 'hsa:81', 'hsa:3911', 'hsa:5894', 'hsa:1280', 'hsa:207', 'hsa:1793', 'hsa:2909', 'hsa:7423', 'hsa:3725', 'hsa:2885', 'hsa:1290', 'hsa:4636']	24	['hsa:3611', 'hsa:1499', 'hsa:5604', 'hsa:7059', 'hsa:5747', 'hsa:5728', 'hsa:83660', 'hsa:3913', 'hsa:5499', 'hsa:7423', 'hsa:3725', 'hsa:2885', 'hsa:5062', 'hsa:23396', 'hsa:7058', 'hsa:1282', 'hsa:5649', 'hsa:3914', 'hsa:2316', 'hsa:6714', 'hsa:5154', 'hsa:55742', 'hsa:1290', 'hsa:5500', 'hsa:4636', 'hsa:5290', 'hsa:7408', 'hsa:2002', 'hsa:3791', 'hsa:2318', 'hsa:25759', 'hsa:81', 'hsa:1289', 'hsa:3911', 'hsa:5894', 'hsa:9475', 'hsa:1284', 'hsa:3679', 'hsa:3915', 'hsa:2317', 'hsa:5879', 'hsa:7094', 'hsa:3685', 'hsa:1280', 'hsa:3695', 'hsa:3480', 'hsa:5170', 'hsa:2064', 'hsa:7409', 'hsa:1291', 'hsa:1292', 'hsa:207', 'hsa:56034', 'hsa:5295', 'hsa:1956', 'hsa:5058', 'hsa:3688', 'hsa:1793', 'hsa:5578', 'hsa:7791', 'hsa:2909', 'hsa:6464', 'hsa:3678', 'hsa:824', 'hsa:572', 'hsa:3675', 'hsa:3674', 'hsa:2534', 'hsa:330', 'hsa:2324', 'hsa:3371', 'hsa:5601', 'hsa:9564', 'hsa:3909', 'hsa:3918', 'hsa:4659', 'hsa:5923', 'hsa:1301', 'hsa:4638', 'hsa:387', 'hsa:998', 'hsa:87', 'hsa:60', 'hsa:4660', 'hsa:5063', 'hsa:88', 'hsa:2932', 'hsa:3693', 'hsa:5829', 'hsa:3912', 'hsa:1399', 'hsa:5594', 'hsa:6655', 'hsa:57144', 'hsa:284217', 'hsa:5595', 'hsa:3696', 'hsa:858', 'hsa:857', 'hsa:4233', 'hsa:2889', 'hsa:1277', 'hsa:595', 'hsa:329', 'hsa:7450', 'hsa:896', 'hsa:7422', 'hsa:3910', 'hsa:5159', 'hsa:6654', 'hsa:7143', 'hsa:10000', 'hsa:8503', 'hsa:894', 'hsa:5228']	115	20.869565217391305
Genetic Information Processing	Replication and repair	hsa03450	  "Non-homologous end-joining - Homo sapiens (human)"	13	['hsa:4361', 'hsa:7520', 'hsa:1791', 'hsa:10111', 'hsa:27434', 'hsa:7518', 'hsa:2237', 'hsa:2547', 'hsa:5591']	9	['hsa:2237', 'hsa:3981', 'hsa:2547', 'hsa:5591', 'hsa:27434', 'hsa:7518', 'hsa:4361', 'hsa:7520', 'hsa:1791', 'hsa:10111']	10	90.0
Human Diseases	Immune diseases	hsa05322	  "Systemic lupus erythematosus - Homo sapiens (human)"	136	['hsa:55506', 'hsa:286436', 'hsa:9555', 'hsa:81', 'hsa:3021', 'hsa:3020', 'hsa:8290']	7	['hsa:8290', 'hsa:712', 'hsa:718', 'hsa:81', 'hsa:6737', 'hsa:3021', 'hsa:6741', 'hsa:714', 'hsa:715', 'hsa:3020', 'hsa:87', 'hsa:88', 'hsa:55506', 'hsa:6634', 'hsa:286436', 'hsa:959', 'hsa:735', 'hsa:9555', 'hsa:6738']	19	36.84210526315789
Human Diseases	Cancers	hsa05216	  "Thyroid cancer - Homo sapiens (human)"	29	['hsa:5594', 'hsa:5595', 'hsa:595', 'hsa:7849', 'hsa:51176', 'hsa:7157', 'hsa:6934', 'hsa:6256']	8	['hsa:5979', 'hsa:1499', 'hsa:5604', 'hsa:6256', 'hsa:7849', 'hsa:5605', 'hsa:4609', 'hsa:51176', 'hsa:7157', 'hsa:6934', 'hsa:999', 'hsa:7175', 'hsa:5594', 'hsa:5595', 'hsa:8030', 'hsa:595', 'hsa:10342']	17	47.05882352941176
Organismal Systems	Circulatory system	hsa04260	  "Cardiac muscle contraction - Homo sapiens (human)"	78	['hsa:7134', 'hsa:9167', 'hsa:1327', 'hsa:783', 'hsa:4514']	5	['hsa:27089', 'hsa:1345', 'hsa:783', 'hsa:7386', 'hsa:1537', 'hsa:4624', 'hsa:6262', 'hsa:10479', 'hsa:4512', 'hsa:4514', 'hsa:1340', 'hsa:1327', 'hsa:1329', 'hsa:7385', 'hsa:55799', 'hsa:125965', 'hsa:7384', 'hsa:6548', 'hsa:4625', 'hsa:7134', 'hsa:9167']	21	23.809523809523807
Metabolism	Carbohydrate metabolism	hsa00640	  "Propanoate metabolism - Homo sapiens (human)"	28	['hsa:26275']	1	['hsa:8801', 'hsa:26275', 'hsa:84693', 'hsa:1892', 'hsa:55902', 'hsa:3939', 'hsa:8803', 'hsa:4594', 'hsa:8802', 'hsa:38', 'hsa:32', 'hsa:3030', 'hsa:79611', 'hsa:3945', 'hsa:34', 'hsa:4329', 'hsa:39']	17	5.88235294117647
Human Diseases	Infectious diseases	hsa05152	  "Tuberculosis - Homo sapiens (human)"	177	['hsa:1387', 'hsa:8625', 'hsa:4802', 'hsa:7042', 'hsa:5594', 'hsa:2033', 'hsa:5595', 'hsa:7421', 'hsa:1432', 'hsa:1385', 'hsa:7043', 'hsa:4801', 'hsa:3929', 'hsa:5894', 'hsa:7099', 'hsa:207', 'hsa:8915', 'hsa:1054', 'hsa:3460', 'hsa:3689', 'hsa:836', 'hsa:1051', 'hsa:4261']	23	['hsa:836', 'hsa:26253', 'hsa:8772', 'hsa:54205', 'hsa:10892', 'hsa:1051', 'hsa:4615', 'hsa:5970', 'hsa:7189', 'hsa:8877', 'hsa:51806', 'hsa:4261', 'hsa:3654', 'hsa:23545', 'hsa:5600', 'hsa:6300', 'hsa:23365', 'hsa:6714', 'hsa:51135', 'hsa:801', 'hsa:1378', 'hsa:3588', 'hsa:718', 'hsa:3929', 'hsa:5894', 'hsa:842', 'hsa:7099', 'hsa:5530', 'hsa:3687', 'hsa:207', 'hsa:8915', 'hsa:3329', 'hsa:114609', 'hsa:3606', 'hsa:1054', 'hsa:3460', 'hsa:3689', 'hsa:1520', 'hsa:572', 'hsa:1387', 'hsa:3920', 'hsa:637', 'hsa:972', 'hsa:3459', 'hsa:535', 'hsa:51606', 'hsa:5601', 'hsa:841', 'hsa:8625', 'hsa:4802', 'hsa:7132', 'hsa:387', 'hsa:537', 'hsa:7879', 'hsa:7042', 'hsa:5594', 'hsa:2033', 'hsa:8411', 'hsa:8717', 'hsa:5595', 'hsa:8767', 'hsa:7040', 'hsa:50617', 'hsa:5878', 'hsa:4790', 'hsa:10312', 'hsa:51561', 'hsa:1594', 'hsa:7421', 'hsa:1432', 'hsa:3313', 'hsa:6772', 'hsa:10000', 'hsa:533', 'hsa:1385', 'hsa:7043', 'hsa:4801', 'hsa:317', 'hsa:5533']	79	29.11392405063291
Metabolism	Energy metabolism	hsa00910	  "Nitrogen metabolism - Homo sapiens (human)"	17	['hsa:765']	1	['hsa:762', 'hsa:11238', 'hsa:377677', 'hsa:765', 'hsa:2752', 'hsa:1373', 'hsa:768']	7	14.285714285714285
Metabolism	Carbohydrate metabolism	hsa00052	  "Galactose metabolism - Homo sapiens (human)"	30	['hsa:130589', 'hsa:2595']	2	['hsa:55276', 'hsa:2720', 'hsa:2592', 'hsa:2595', 'hsa:5211', 'hsa:130589', 'hsa:5213', 'hsa:5214', 'hsa:5236', 'hsa:231', 'hsa:2683', 'hsa:2645', 'hsa:2584', 'hsa:2582']	14	14.285714285714285
Genetic Information Processing	Replication and repair	hsa03440	  "Homologous recombination - Homo sapiens (human)"	29	['hsa:4361', 'hsa:5424', 'hsa:10714', 'hsa:8438', 'hsa:8940', 'hsa:5425', 'hsa:10111', 'hsa:6118', 'hsa:6117', 'hsa:5890']	10	['hsa:80198', 'hsa:7156', 'hsa:5890', 'hsa:641', 'hsa:6117', 'hsa:675', 'hsa:146956', 'hsa:4361', 'hsa:5888', 'hsa:5424', 'hsa:10714', 'hsa:8438', 'hsa:8940', 'hsa:4683', 'hsa:6742', 'hsa:5425', 'hsa:10111', 'hsa:6118']	18	55.55555555555556
