Pathway identifier,Pathway name,# Entities found,# Entities total,Entities ratio,Entities pValue,Entities FDR,# Reactions found,# Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5654716,"Downstream signaling of activated FGFR4",29,348,0.03414442700156986,0.9874835399160227,0.9874835399160227,23,103,0.012576312576312577,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658438;R-HSA-5658231;R-HSA-5672978;R-HSA-5672980;R-HSA-5654658;R-HSA-2321904;R-HSA-5654669;R-HSA-2318752;R-HSA-199299;R-HSA-5654667;R-HSA-5654426;R-HSA-198611;R-HSA-198371;R-HSA-198613;R-HSA-5672965;R-HSA-5654655;R-HSA-199456;R-HSA-5658424;R-HSA-2316434;R-HSA-5672972;R-HSA-5672973;R-HSA-5654714;R-HSA-5658430"
R-HSA-2644602,"Signaling by NOTCH1 PEST Domain Mutants in Cancer",3,67,0.006573783359497645,0.9875972474070601,0.9875972474070601,4,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000108840;ENSG00000112237;ENSG00000112237;ENSG00000113558;ENSG00000113558;ENSG00000108840","Q9UQL6;P63208;P24863","R-HSA-2220967;R-HSA-2220982;R-HSA-2220957;R-HSA-2220971"
R-HSA-2644606,"Constitutive Signaling by NOTCH1 PEST Domain Mutants",3,67,0.006573783359497645,0.9875972474070601,0.9875972474070601,4,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000108840;ENSG00000112237;ENSG00000112237;ENSG00000113558;ENSG00000113558;ENSG00000108840","Q9UQL6;P63208;P24863","R-HSA-2220967;R-HSA-2220982;R-HSA-2220957;R-HSA-2220971"
R-HSA-2894862,"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants",3,67,0.006573783359497645,0.9875972474070601,0.9875972474070601,4,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000108840;ENSG00000112237;ENSG00000112237;ENSG00000113558;ENSG00000113558;ENSG00000108840","Q9UQL6;P63208;P24863","R-HSA-2220967;R-HSA-2220982;R-HSA-2220957;R-HSA-2220971"
R-HSA-2894858,"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer",3,67,0.006573783359497645,0.9875972474070601,0.9875972474070601,4,21,0.002564102564102564,48887,Homo sapiens,"ENSG00000108840;ENSG00000112237;ENSG00000112237;ENSG00000113558;ENSG00000113558;ENSG00000108840","Q9UQL6;P63208;P24863","R-HSA-2220967;R-HSA-2220982;R-HSA-2220957;R-HSA-2220971"
R-HSA-2644603,"Signaling by NOTCH1 in Cancer",3,67,0.006573783359497645,0.9875972474070601,0.9875972474070601,5,39,0.004761904761904762,48887,Homo sapiens,"ENSG00000108840;ENSG00000112237;ENSG00000112237;ENSG00000113558;ENSG00000113558;ENSG00000108840","Q9UQL6;P63208;P24863","R-HSA-2220967;R-HSA-2220982;R-HSA-2220978;R-HSA-2220957;R-HSA-2220971"
R-HSA-202403,"TCR signaling",5,93,0.009124803767660911,0.9876205688744875,0.9876205688744875,6,46,0.005616605616605617,48887,Homo sapiens,"ENSG00000171862;ENSG00000109320;ENSG00000180370;ENSG00000213341;ENSG00000213341;ENSG00000180370;ENSG00000135341;ENSG00000109320;ENSG00000171862;ENSG00000135341","O43318;Q13177;P19838;P60484;O15111","R-HSA-202510;R-HSA-202541;R-HSA-202371;R-HSA-202534;R-HSA-202500;R-HSA-430183"
R-HSA-1445148,"Translocation of GLUT4 to the plasma membrane",4,81,0.007947409733124019,0.9883347448344881,0.9883347448344881,6,15,0.0018315018315018315,48887,Homo sapiens,"ENSG00000170471;ENSG00000106617;ENSG00000175793;ENSG00000116266;ENSG00000175793;ENSG00000116266;ENSG00000106617;ENSG00000170471","O00186;Q86X10;P31947;Q9UGJ0","R-HSA-1445149;R-HSA-1458485;R-HSA-1454689;R-HSA-1449574;R-HSA-1458463;R-HSA-1454699"
R-HSA-166520,"Signalling by NGF",42,477,0.046801412872841446,0.9887090086882769,0.9887090086882769,45,189,0.023076923076923078,48887,Homo sapiens,"ENSG00000095261;ENSG00000090924;ENSG00000141968;ENSG00000117461;ENSG00000177189;ENSG00000184216;ENSG00000100902;ENSG00000196914;ENSG00000159842;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000126861;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000107263;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000092010;ENSG00000179295;ENSG00000166484;ENSG00000132670;ENSG00000092010;ENSG00000117676;ENSG00000117676;ENSG00000138675;ENSG00000114346;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000196914;ENSG00000136930;ENSG00000101843;ENSG00000109320;ENSG00000184216;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000114346;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000166484;ENSG00000105723;ENSG00000177189;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000126861;ENSG00000109320;ENSG00000107263;ENSG00000159352;ENSG00000171862;ENSG00000159842;ENSG00000115233;ENSG00000108861;ENSG00000115233;ENSG00000108861;ENSG00000110799;ENSG00000198369;ENSG00000090924;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;O43242;P11487;P18433;Q13164;P35568;Q9H7P9;Q9NZN5;O00487;Q99436;O15111;P20618;Q13905;Q92569;P51617;Q06124;P51617-1;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P51452;P51812;P98177-1;P98177-2;Q06323;P19838;Q15418;P23515;Q9UNM6;P15498;Q12979;P04275;P62333;Q9H8V3;P12034-1;P60484;P60900;O75832;P46527","R-HSA-5658231;R-HSA-198295;R-HSA-170978;R-HSA-170979;R-HSA-5672978;R-HSA-5672980;R-HSA-199299;R-HSA-193665;R-HSA-205039;R-HSA-198611;R-HSA-193695;R-HSA-193694;R-HSA-198613;R-HSA-5672965;R-HSA-193691;R-HSA-198211;R-HSA-5658424;R-HSA-193684;R-HSA-198714;R-HSA-193686;R-HSA-199929;R-HSA-5672972;R-HSA-5672973;R-HSA-203797;R-HSA-5658430;R-HSA-5658438;R-HSA-198266;R-HSA-209566;R-HSA-193705;R-HSA-2321904;R-HSA-193703;R-HSA-198733;R-HSA-193641;R-HSA-193700;R-HSA-2318752;R-HSA-193647;R-HSA-193696;R-HSA-199959;R-HSA-199895;R-HSA-198371;R-HSA-193655;R-HSA-199456;R-HSA-2316434;R-HSA-198746;R-HSA-198315"
R-HSA-354192,"Integrin alphaIIb beta3 signaling",1,37,0.003630298273155416,0.9887562098125128,0.9887562098125128,15,24,0.0029304029304029304,48887,Homo sapiens,"ENSG00000110799;ENSG00000110799","P04275","R-HSA-377644;R-HSA-372697;R-HSA-377641;R-HSA-377640;R-HSA-429415;R-HSA-354124;R-HSA-377643;R-HSA-372693;R-HSA-354087;R-HSA-429441;R-HSA-354149;R-HSA-354073;R-HSA-354066;R-HSA-372705;R-HSA-354165"
R-HSA-180746,"Nuclear import of Rev protein",1,37,0.003630298273155416,0.9887562098125128,0.9887562098125128,2,7,8.547008547008547E-4,48887,Homo sapiens,"ENSG00000120253;ENSG00000120253","Q8NFH3","R-HSA-180710;R-HSA-180732"
R-HSA-70268,"Pyruvate metabolism",1,37,0.003630298273155416,0.9887562098125128,0.9887562098125128,1,8,9.768009768009768E-4,48887,Homo sapiens,"ENSG00000164951;ENSG00000164951","Q9P0J1","R-HSA-204169"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",5,95,0.009321036106750393,0.9895258065569005,0.9895258065569005,5,14,0.0017094017094017094,48887,Homo sapiens,"ENSG00000105329;ENSG00000174175;ENSG00000105329;ENSG00000116266;ENSG00000116266;ENSG00000110799;ENSG00000130956;ENSG00000110799;ENSG00000174175;ENSG00000130956","O00186;Q5JVS0;P04275;P16109;P01137","R-HSA-482772;R-HSA-114683;R-HSA-481010;R-HSA-481044;R-HSA-481007"
R-HSA-170968,"Frs2-mediated activation",20,261,0.025608320251177395,0.9896413463224689,0.9896413463224689,11,45,0.005494505494505495,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000198369;ENSG00000169047;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000107263;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000107263;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;O43242;P11487;Q06323;P18433;P35568;O00487;Q99436;P20618;Q13905;Q9UNM6;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-170978;R-HSA-170979;R-HSA-5672978;R-HSA-5672980;R-HSA-5672965;R-HSA-5658424;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-1236382,"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",1,38,0.003728414442700157,0.9900428238223328,0.9900428238223328,23,23,0.0028083028083028083,48887,Homo sapiens,"ENSG00000080824;ENSG00000080824","P07900","R-HSA-1225950;R-HSA-1225951;R-HSA-1226016;R-HSA-1225949;R-HSA-1225947;R-HSA-1218833;R-HSA-1247842;R-HSA-1218824;R-HSA-1169421;R-HSA-1247841;R-HSA-1225961;R-HSA-1225960;R-HSA-1247844;R-HSA-1225957;R-HSA-1220611;R-HSA-1225956;R-HSA-1220610;R-HSA-1220614;R-HSA-1226012;R-HSA-1225952;R-HSA-1220613;R-HSA-1226014;R-HSA-1220612"
R-HSA-5637815,"Signaling by Ligand-Responsive EGFR Variants in Cancer",1,38,0.003728414442700157,0.9900428238223328,0.9900428238223328,23,23,0.0028083028083028083,48887,Homo sapiens,"ENSG00000080824;ENSG00000080824","P07900","R-HSA-1225950;R-HSA-1225951;R-HSA-1226016;R-HSA-1225949;R-HSA-1225947;R-HSA-1218833;R-HSA-1247842;R-HSA-1218824;R-HSA-1169421;R-HSA-1247841;R-HSA-1225961;R-HSA-1225960;R-HSA-1247844;R-HSA-1225957;R-HSA-1220611;R-HSA-1225956;R-HSA-1220610;R-HSA-1220614;R-HSA-1226012;R-HSA-1225952;R-HSA-1220613;R-HSA-1226014;R-HSA-1220612"
R-HSA-1643713,"Signaling by EGFR in Cancer",1,38,0.003728414442700157,0.9900428238223328,0.9900428238223328,40,42,0.005128205128205128,48887,Homo sapiens,"ENSG00000080824;ENSG00000080824","P07900","R-HSA-1225950;R-HSA-1225951;R-HSA-1225949;R-HSA-1248002;R-HSA-1225947;R-HSA-1218833;R-HSA-1218824;R-HSA-5637770;R-HSA-5637764;R-HSA-5637765;R-HSA-5637766;R-HSA-1226012;R-HSA-1226014;R-HSA-1226016;R-HSA-1247999;R-HSA-1248655;R-HSA-5637808;R-HSA-5637806;R-HSA-5638137;R-HSA-1247842;R-HSA-1169421;R-HSA-1247841;R-HSA-1225961;R-HSA-1225960;R-HSA-5637800;R-HSA-1247844;R-HSA-5637801;R-HSA-5637798;R-HSA-1220611;R-HSA-1225957;R-HSA-1220610;R-HSA-1225956;R-HSA-5637796;R-HSA-5637794;R-HSA-5637795;R-HSA-1225952;R-HSA-1220614;R-HSA-5637792;R-HSA-1220613;R-HSA-1220612"
R-HSA-1368082,"RORA activates gene expression",1,38,0.003728414442700157,0.9900428238223328,0.9900428238223328,1,10,0.001221001221001221,48887,Homo sapiens,"ENSG00000096717;ENSG00000096717","Q96EB6","R-HSA-400342"
R-HSA-1855204,"Synthesis of IP3 and IP4 in the cytosol",1,38,0.003728414442700157,0.9900428238223328,0.9900428238223328,1,12,0.0014652014652014652,48887,Homo sapiens,"ENSG00000171862;ENSG00000171862","P60484","R-HSA-1855205"
R-HSA-5654741,"Signaling by FGFR3",29,353,0.03463500784929356,0.9900998383900688,0.9900998383900688,44,124,0.01514041514041514,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5654634;R-HSA-5654408;R-HSA-5654633;R-HSA-5654409;R-HSA-5672978;R-HSA-5672980;R-HSA-5654637;R-HSA-5654413;R-HSA-5654565;R-HSA-5654625;R-HSA-5654631;R-HSA-199299;R-HSA-5654224;R-HSA-5654628;R-HSA-5654222;R-HSA-5654709;R-HSA-198611;R-HSA-1549564;R-HSA-198613;R-HSA-5672965;R-HSA-5654705;R-HSA-5654643;R-HSA-5658424;R-HSA-5654640;R-HSA-5654416;R-HSA-5654641;R-HSA-5654646;R-HSA-5654148;R-HSA-5672972;R-HSA-5654647;R-HSA-5672973;R-HSA-5658430;R-HSA-5658438;R-HSA-190261;R-HSA-2321904;R-HSA-5654730;R-HSA-2318752;R-HSA-190388;R-HSA-5654679;R-HSA-198371;R-HSA-5654623;R-HSA-199456;R-HSA-2316434"
R-HSA-5654743,"Signaling by FGFR4",29,353,0.03463500784929356,0.9900998383900688,0.9900998383900688,26,124,0.01514041514041514,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5672978;R-HSA-5672980;R-HSA-199299;R-HSA-5654426;R-HSA-198611;R-HSA-1549564;R-HSA-198613;R-HSA-5654655;R-HSA-5672965;R-HSA-5658424;R-HSA-5672972;R-HSA-5654714;R-HSA-5672973;R-HSA-5658430;R-HSA-5658438;R-HSA-5654658;R-HSA-2321904;R-HSA-5654669;R-HSA-2318752;R-HSA-5654734;R-HSA-5654667;R-HSA-198371;R-HSA-199456;R-HSA-5654684;R-HSA-2316434"
R-HSA-2586552,"Signaling by Leptin",20,262,0.025706436420722133,0.990186856295427,0.990186856295427,13,58,0.007081807081807082,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000179295;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;Q06124;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-2671747;R-HSA-2671742;R-HSA-5672978;R-HSA-2671862;R-HSA-5672980;R-HSA-5672965;R-HSA-2671873;R-HSA-5658424;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-5654736,"Signaling by FGFR1",29,354,0.0347331240188383,0.9905591693290713,0.9905591693290713,46,126,0.015384615384615385,48887,Homo sapiens,"ENSG00000095261;ENSG00000141968;ENSG00000117461;ENSG00000100902;ENSG00000166068;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000186895;ENSG00000213341;ENSG00000117461;ENSG00000111276;ENSG00000184481;ENSG00000100902;ENSG00000110799;ENSG00000132670;ENSG00000159352;ENSG00000134698;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000105723;ENSG00000171862;ENSG00000179295;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000138675;ENSG00000184481;ENSG00000185627;ENSG00000166068;ENSG00000136930;ENSG00000101843;ENSG00000134698;ENSG00000100519;ENSG00000100519;ENSG00000169047;ENSG00000179295;ENSG00000198369;ENSG00000105723;ENSG00000169047;ENSG00000185627;ENSG00000095261;ENSG00000008018;ENSG00000159352;ENSG00000171862;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000198369;ENSG00000138675;ENSG00000213341;ENSG00000141968;ENSG00000108344;ENSG00000101843;ENSG00000111276","P48556;P11487;O43242;P18433;P35568;O00487;O15111;Q99436;P20618;Q92569;Q06124;Q7Z699;P55036;Q7Z698;P49840;Q16401;Q9HCK5;P98177-1;P98177-2;Q06323;P15498;Q9UNM6;P04275;P62333;P60900;P60484;P12034-1;O75832;P46527","R-HSA-5658231;R-HSA-5654575;R-HSA-5654573;R-HSA-5654692;R-HSA-190429;R-HSA-5672978;R-HSA-5654571;R-HSA-5654690;R-HSA-5672980;R-HSA-190427;R-HSA-5654569;R-HSA-5654165;R-HSA-199299;R-HSA-5654167;R-HSA-5654560;R-HSA-5654591;R-HSA-198611;R-HSA-198613;R-HSA-1549564;R-HSA-5654586;R-HSA-5654587;R-HSA-5672965;R-HSA-5654584;R-HSA-5654582;R-HSA-5658424;R-HSA-5672972;R-HSA-5654578;R-HSA-5672973;R-HSA-5654149;R-HSA-5658430;R-HSA-5658438;R-HSA-190256;R-HSA-5654600;R-HSA-2321904;R-HSA-5654592;R-HSA-2318752;R-HSA-5654594;R-HSA-5654597;R-HSA-5654596;R-HSA-198371;R-HSA-5654673;R-HSA-190245;R-HSA-5654672;R-HSA-199456;R-HSA-2316434;R-HSA-5654392"
R-HSA-169893,"Prolonged ERK activation events",20,263,0.025804552590266875,0.9907058987885753,0.9907058987885753,11,50,0.006105006105006105,48887,Homo sapiens,"ENSG00000095261;ENSG00000136930;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000198369;ENSG00000169047;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000107263;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000107263;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;O43242;P11487;Q06323;P18433;P35568;O00487;Q99436;P20618;Q13905;Q9UNM6;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-170978;R-HSA-170979;R-HSA-5672978;R-HSA-5672980;R-HSA-5672965;R-HSA-5658424;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-504046,"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription",7,121,0.011872056514913657,0.9907889984381231,0.9907889984381231,23,42,0.005128205128205128,48887,Homo sapiens,"ENSG00000162521;ENSG00000168495;ENSG00000182979;ENSG00000104976;ENSG00000145734;ENSG00000121851;ENSG00000182979;ENSG00000104976;ENSG00000161980;ENSG00000161980;ENSG00000162521;ENSG00000168495;ENSG00000121851","Q9Y2Y1;A6H8Y1;Q9BT43;Q09028;Q13330;Q13487;P05423","R-HSA-83791;R-HSA-83723;R-HSA-83790;R-HSA-112150;R-HSA-112149;R-HSA-76056;R-HSA-113705;R-HSA-112156;R-HSA-112155;R-HSA-76060;R-HSA-112153;R-HSA-112152;R-HSA-113454;R-HSA-83805;R-HSA-113451;R-HSA-83803;R-HSA-113449;R-HSA-73739;R-HSA-113446;R-HSA-112054;R-HSA-113442;R-HSA-112055;R-HSA-83793"
R-HSA-112310,"Neurotransmitter Release Cycle",4,84,0.008241758241758242,0.9910761513811486,0.9910761513811486,13,35,0.004273504273504274,48887,Homo sapiens,"ENSG00000132639;ENSG00000143847;ENSG00000198722;ENSG00000147044;ENSG00000143847;ENSG00000198722;ENSG00000132639;ENSG00000147044","O75335;O14936;P60880;O14795","R-HSA-380905;R-HSA-917744;R-HSA-372529;R-HSA-380574;R-HSA-888589;R-HSA-372505;R-HSA-374899;R-HSA-210430;R-HSA-374922;R-HSA-380901;R-HSA-5336443;R-HSA-210426;R-HSA-380869"
R-HSA-3928663,"EPHA-mediated growth cone collapse",1,39,0.003826530612244898,0.9911823176026305,0.9911823176026305,1,5,6.105006105006105E-4,48887,Homo sapiens,"ENSG00000080824;ENSG00000080824","P07900","R-HSA-3928647"
R-HSA-163359,"Glucagon signaling in metabolic regulation",1,39,0.003826530612244898,0.9911823176026305,0.9911823176026305,1,6,7.326007326007326E-4,48887,Homo sapiens,"ENSG00000059769","P50151","R-HSA-825631"
R-HSA-189451,"Heme biosynthesis",1,39,0.003826530612244898,0.9911823176026305,0.9911823176026305,1,16,0.0019536019536019536,48887,Homo sapiens,"ENSG00000188690;ENSG00000188690","P10746","R-HSA-189488"
R-HSA-912526,"Interleukin receptor SHC signaling",20,264,0.025902668759811617,0.9911996157337929,0.9911996157337929,10,45,0.005494505494505495,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000117461;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000198369;ENSG00000169047;ENSG00000099341;ENSG00000136930;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000117461;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000186895;ENSG00000008018;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;P11487;O43242;Q06323;P18433;P35568;O00487;Q99436;P20618;Q92569;Q9UNM6;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-5672978;R-HSA-5672980;R-HSA-5672965;R-HSA-5658424;R-HSA-508247;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
R-HSA-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",2,56,0.005494505494505495,0.9912834127835283,0.9912834127835283,3,34,0.004151404151404151,48887,Homo sapiens,"ENSG00000095059;ENSG00000095059;ENSG00000154813;ENSG00000154813","Q96FX2;P49366","R-HSA-204617;R-HSA-5358494;R-HSA-204647"
R-HSA-112412,"SOS-mediated signalling",19,254,0.024921507064364207,0.9913949692924742,0.9913949692924742,11,41,0.0050061050061050065,48887,Homo sapiens,"ENSG00000136930;ENSG00000095261;ENSG00000101843;ENSG00000100519;ENSG00000100519;ENSG00000100902;ENSG00000169047;ENSG00000166068;ENSG00000198369;ENSG00000169047;ENSG00000136930;ENSG00000099341;ENSG00000108344;ENSG00000185627;ENSG00000186895;ENSG00000095261;ENSG00000008018;ENSG00000100902;ENSG00000110799;ENSG00000159352;ENSG00000159352;ENSG00000132670;ENSG00000008018;ENSG00000186895;ENSG00000099341;ENSG00000115233;ENSG00000115233;ENSG00000110799;ENSG00000092010;ENSG00000132670;ENSG00000092010;ENSG00000198369;ENSG00000138675;ENSG00000138675;ENSG00000185627;ENSG00000108344;ENSG00000166068;ENSG00000101843","P48556;O43242;P11487;Q06323;P18433;P35568;O00487;Q99436;P20618;Q9UNM6;P55036;P04275;Q7Z699;P62333;Q7Z698;P12034-1;P60900;O75832;Q16401","R-HSA-5658438;R-HSA-5658231;R-HSA-5672978;R-HSA-109817;R-HSA-5672980;R-HSA-5672965;R-HSA-5658424;R-HSA-74736;R-HSA-5672972;R-HSA-5672973;R-HSA-5658430"
